-100 -100
1000 1000
2102 374 11
2103 234 266
2104 171 18
2105 352 1
2106 268 359
2107 455 258
2108 368 140
2109 275 118
2110 238 125
2111 109 42
2112 331 33
2113 175 201
2114 167 359
2115 424 56
2116 486 210
2117 462 173
2118 17 38
2119 69 283
2120 234 253
2121 43 269
2122 296 324
2123 37 50
2124 312 227
2125 135 250
2126 350 462
2127 108 377
2128 12 408
2129 221 476
2130 193 468
2131 164 413
2132 91 475
2133 9 110
2134 495 56
2135 163 10
2136 32 299
2137 71 321
2138 333 138
2139 317 238
2140 170 415
2141 140 462
2142 26 306
2143 48 229
2144 289 74
2145 443 291
2146 136 401
2147 104 9
2148 438 453
2149 260 456
2150 179 95
2151 266 71
2152 101 226
2153 317 91
2154 190 405
2155 393 280
2156 254 166
2157 490 47
2158 489 171
2159 167 308
2160 27 312
2161 221 432
2162 377 281
2163 228 152
2164 365 41
2165 480 367
2166 496 338
2167 37 461
2168 56 494
2169 23 35
2170 243 490
2171 158 263
2172 417 387
2173 181 334
2174 394 331
2175 352 365
2176 244 155
2177 375 200
2178 64 114
2179 245 152
2180 284 228
2181 43 395
2182 155 443
2183 37 184
2184 94 426
2185 165 347
2186 190 259
2187 190 452
2188 108 102
2189 104 395
2190 269 133
2191 196 433
2192 104 138
2193 499 117
2194 368 310
2195 74 10
2196 495 308
2197 14 205
2198 360 414
2199 419 142
2200 33 288
2201 314 217
2202 377 453
2203 405 171
2204 17 279
2205 189 354
2206 80 3
2207 379 451
2208 58 265
2209 406 306
2210 433 465
2211 231 46
2212 226 380
2213 417 46
2214 290 297
2215 67 58
2216 125 206
2217 225 395
2218 434 431
2219 235 259
2220 63 58
2221 344 64
2222 177 386
2223 138 30
2224 404 443
2225 440 292
2226 265 138
2227 354 249
2228 138 380
2229 416 191
2230 71 435
2231 455 156
2232 417 187
2233 425 301
2234 476 50
2235 63 362
2236 487 150
2237 452 390
2238 358 381
2239 67 113
2240 494 145
2241 385 483
2242 308 383
2243 121 72
2244 59 393
2245 180 130
2246 2 39
2247 448 360
2248 375 478
2249 27 426
2250 123 411
2251 184 300
2252 277 133
2253 159 357
2254 321 311
2255 487 283
2256 357 36
2257 254 68
2258 465 284
2259 312 435
2260 176 8
2261 164 235
2262 286 328
2263 311 267
2264 62 27
2265 35 296
2266 75 240
2267 35 267
2268 205 413
2269 214 409
2270 234 489
2271 161 454
2272 479 324
2273 174 95
2274 302 238
2275 261 185
2276 462 443
2277 67 171
2278 9 471
2279 181 126
2280 87 285
2281 384 225
2282 14 144
2283 431 110
2284 193 88
2285 108 26
2286 186 414
2287 74 211
2288 488 79
2289 140 465
2290 194 246
2291 453 256
2292 61 210
2293 214 288
2294 126 110
2295 231 100
2296 87 105
2297 465 119
2298 60 491
2299 82 439
2300 288 478
2301 261 457
2302 269 163
2303 54 42
2304 3 276
2305 378 110
2306 164 449
2307 15 288
2308 406 70
2309 113 253
2310 189 182
2311 303 30
2312 1 489
2313 393 81
2314 47 170
2315 122 316
2316 479 53
2317 8 311
2318 26 224
2319 469 210
2320 382 306
2321 72 87
2322 157 172
2323 343 454
2324 292 4
2325 431 163
2326 93 318
2327 233 475
2328 365 427
2329 251 59
2330 360 479
2331 401 274
2332 101 28
2333 134 259
2334 35 12
2335 255 20
2336 140 210
2337 197 349
2338 500 214
2339 129 232
2340 189 486
2341 150 402
2342 58 46
2343 138 271
2344 401 87
2345 76 304
2346 88 385
2347 303 419
2348 99 358
2349 209 103
2350 371 329
2351 21 227
2352 263 378
2353 219 435
2354 316 147
2355 28 395
2356 9 274
2357 144 478
2358 119 69
2359 413 353
2360 133 94
2361 334 361
2362 246 416
2363 326 356
2364 379 404
2365 466 446
2366 184 10
2367 487 339
2368 190 479
2369 401 346
2370 107 363
2371 215 444
2372 101 496
2373 425 97
2374 376 345
2375 169 96
2376 289 158
2377 128 376
2378 300 427
2379 181 203
2380 4 491
2381 490 235
2382 169 18
2383 5 59
2384 199 351
2385 479 330
2386 296 119
2387 86 254
2388 218 260
2389 324 228
2390 229 245
2391 392 423
2392 236 300
2393 390 438
2394 272 496
2395 158 426
2396 490 137
2397 440 406
2398 149 212
2399 402 121
2400 451 117
2401 435 348
2402 442 344
2403 356 173
2404 202 52
2405 337 399
2406 382 14
2407 42 434
2408 193 422
2409 312 227
2410 144 192
2411 14 264
2412 445 182
2413 86 397
2414 46 69
2415 411 273
2416 442 273
2417 148 469
2418 409 438
2419 294 326
2420 139 169
2421 395 482
2422 337 303
2423 371 298
2424 488 469
2425 266 208
2426 334 474
2427 119 475
2428 306 83
2429 379 266
2430 470 90
2431 428 143
2432 114 494
2433 144 428
2434 211 327
2435 350 371
2436 239 427
2437 313 215
2438 145 12
2439 188 166
2440 86 441
2441 457 129
2442 493 466
2443 132 168
2444 419 108
2445 336 175
2446 193 145
2447 349 256
2448 376 412
2449 209 112
2450 309 25
2451 431 466
2452 180 415
2453 158 205
2454 162 204
2455 327 349
2456 161 2
2457 60 57
2458 350 359
2459 431 464
2460 216 197
2461 457 486
2462 243 5
2463 238 443
2464 280 111
2465 124 227
2466 86 434
2467 61 187
2468 180 19
2469 293 176
2470 47 321
2471 78 16
2472 442 429
2473 99 226
2474 387 191
2475 74 233
2476 236 227
2477 457 214
2478 380 324
2479 77 385
2480 108 101
2481 243 378
2482 269 166
2483 194 152
2484 34 486
2485 346 197
2486 275 478
2487 317 157
2488 100 162
2489 309 422
2490 71 248
2491 17 168
2492 247 432
2493 33 94
2494 195 294
2495 342 60
2496 111 2
2497 202 328
2498 41 95
2499 409 100
2500 375 273
1 33 75
2 75 9
3 2 22
4 71 21
5 53 92
6 75 73
7 64 94
8 92 88
9 82 46
10 95 11
11 69 48
12 58 63
13 53 46
14 63 78
15 15 5
16 77 33
17 58 82
18 44 65
19 68 74
20 12 81
21 3 44
22 51 61
23 44 44
24 62 86
25 94 77
26 18 42
27 26 66
28 43 50
29 74 91
30 33 44
31 60 82
32 59 54
33 68 88
34 92 85
35 9 78
36 15 80
37 26 96
38 2 57
39 61 44
40 79 68
41 89 94
42 94 68
43 96 81
44 47 13
45 88 83
46 32 31
47 50 62
48 17 40
49 54 31
50 12 89
51 20 90
52 60 51
53 89 23
54 70 82
55 21 84
56 12 54
57 48 96
58 62 56
59 81 34
60 97 75
61 24 86
62 88 44
63 55 21
64 49 55
65 78 29
66 74 43
67 12 40
68 87 36
69 57 45
70 74 52
71 77 98
72 58 54
73 50 27
74 73 29
75 31 36
76 43 49
77 84 85
78 36 92
79 72 34
80 30 58
81 34 43
82 73 50
83 12 85
84 95 4
85 19 91
86 63 68
87 51 71
88 67 92
89 91 67
90 8 10
91 68 2
92 16 79
93 77 31
94 65 35
95 23 23
96 9 65
97 34 9
98 50 54
99 13 32
100 78 27
101 55 40
102 71 27
103 13 26
104 28 11
105 63 12
106 15 88
107 69 75
108 52 63
109 42 89
110 85 63
111 29 97
112 79 100
113 93 78
114 42 89
115 11 88
116 44 71
117 12 86
118 3 96
119 68 41
120 36 92
121 51 86
122 92 66
123 78 6
124 21 17
125 82 37
126 56 74
127 18 60
128 66 100
129 42 21
130 16 35
131 95 66
132 75 37
133 25 79
134 22 96
135 95 54
136 16 54
137 81 54
138 74 41
139 79 13
140 25 20
141 86 56
142 35 91
143 14 20
144 2 14
145 41 47
146 20 29
147 24 24
148 64 26
149 38 91
150 69 63
151 97 90
152 47 62
153 94 59
154 72 53
155 93 95
156 92 96
157 68 87
158 87 68
159 56 56
160 1 53
161 14 85
162 29 75
163 54 59
164 91 49
165 84 59
166 79 18
167 6 80
168 22 29
169 77 56
170 24 75
171 44 36
172 42 75
173 87 73
174 18 38
175 3 91
176 26 27
177 88 75
178 4 13
179 51 34
180 83 57
181 50 50
182 35 3
183 98 3
184 18 16
185 7 77
186 87 70
187 38 55
188 58 99
189 87 58
190 63 52
191 67 22
192 69 47
193 59 27
194 36 87
195 57 65
196 9 27
197 11 4
198 15 36
199 54 15
200 2 23
201 54 94
202 43 80
203 22 47
204 13 2
205 19 90
206 1 60
207 26 60
208 99 3
209 48 87
210 23 71
211 46 30
212 59 56
213 47 5
214 81 29
215 42 8
216 42 95
217 10 7
218 53 1
219 52 73
220 18 34
221 80 65
222 31 84
223 75 19
224 47 11
225 100 73
226 14 92
227 23 47
228 59 19
229 19 19
230 54 25
231 47 50
232 64 96
233 61 29
234 14 75
235 37 37
236 12 61
237 34 80
238 63 26
239 54 18
240 45 37
241 66 18
242 95 13
243 19 69
244 68 34
245 51 65
246 34 1
247 7 56
248 1 16
249 93 7
250 74 69
251 96 16
252 81 7
253 60 33
254 79 76
255 5 39
256 3 83
257 21 78
258 44 16
259 31 56
260 14 88
261 47 63
262 14 81
263 12 45
264 98 39
265 45 30
266 49 76
267 90 77
268 25 79
269 66 21
270 6 53
271 19 88
272 48 64
273 78 54
274 16 40
275 52 54
276 11 69
277 24 94
278 27 24
279 1 23
280 7 40
281 81 74
282 88 3
283 71 41
284 35 23
285 37 93
286 55 40
287 6 19
288 92 34
289 31 73
290 10 22
291 52 53
292 13 66
293 83 56
294 90 21
295 26 51
296 29 55
297 27 37
298 50 77
299 99 39
300 37 68
301 56 2
302 82 66
303 52 54
304 64 5
305 91 90
306 63 89
307 45 60
308 54 69
309 94 24
310 89 63
311 10 42
312 64 68
313 15 9
314 28 38
315 76 21
316 37 6
317 49 5
318 7 65
319 8 75
320 75 22
321 59 40
322 19 61
323 6 41
324 14 35
325 13 5
326 49 20
327 76 45
328 90 72
329 98 36
330 81 57
331 60 42
332 33 52
333 8 64
334 54 91
335 55 5
336 46 25
337 86 18
338 33 97
339 82 85
340 87 63
341 19 99
342 56 90
343 69 54
344 60 59
345 69 12
346 15 33
347 80 9
348 32 48
349 33 1
350 55 14
351 4 62
352 66 67
353 72 9
354 48 54
355 44 32
356 63 28
357 87 56
358 56 63
359 46 2
360 26 70
361 48 68
362 74 19
363 38 16
364 29 36
365 62 50
366 72 64
367 84 8
368 11 24
369 51 39
370 2 92
371 33 26
372 12 24
373 68 37
374 10 50
375 64 88
376 78 79
377 83 96
378 74 24
379 22 18
380 95 85
381 10 59
382 84 56
383 49 60
384 1 54
385 18 86
386 17 89
387 56 34
388 92 66
389 20 70
390 26 28
391 28 83
392 19 42
393 10 57
394 56 48
395 82 6
396 25 87
397 1 95
398 86 69
399 75 7
400 15 54
401 37 2
402 9 6
403 66 81
404 51 6
405 32 19
406 41 55
407 49 67
408 39 70
409 29 35
410 74 91
411 40 25
412 97 95
413 6 98
414 62 7
415 90 82
416 35 61
417 94 2
418 85 55
419 100 64
420 49 5
421 10 30
422 95 93
423 53 52
424 42 78
425 38 69
426 3 93
427 56 82
428 87 47
429 76 33
430 69 2
431 79 44
432 65 54
433 34 61
434 63 21
435 96 72
436 84 15
437 53 9
438 35 7
439 100 32
440 61 46
441 92 31
442 92 55
443 20 6
444 99 19
445 85 99
446 85 12
447 24 13
448 62 4
449 38 82
450 73 91
451 65 87
452 37 21
453 86 64
454 24 67
455 56 19
456 33 69
457 5 88
458 20 80
459 11 90
460 51 70
461 58 29
462 81 57
463 30 11
464 53 17
465 83 66
466 84 31
467 53 98
468 11 96
469 89 87
470 84 35
471 81 3
472 54 11
473 87 4
474 9 4
475 74 93
476 71 12
477 20 51
478 46 45
479 73 66
480 59 24
481 48 53
482 11 70
483 48 81
484 97 11
485 79 98
486 25 45
487 59 6
488 99 44
489 27 26
490 39 45
491 68 20
492 53 80
493 18 40
494 46 40
495 39 16
496 9 77
497 2 73
498 53 34
499 78 10
500 35 58
501 92 21
502 27 70
503 48 53
504 29 6
505 96 14
506 19 37
507 35 58
508 27 16
509 78 25
510 29 27
511 89 72
512 58 80
513 28 60
514 6 93
515 61 22
516 100 28
517 17 35
518 5 91
519 81 37
520 43 27
521 13 51
522 53 91
523 34 99
524 81 60
525 26 96
526 61 5
527 7 87
528 90 26
529 43 80
530 6 47
531 40 13
532 77 9
533 22 51
534 14 36
535 69 11
536 39 82
537 24 100
538 74 34
539 93 14
540 1 57
541 40 64
542 23 85
543 82 85
544 40 79
545 49 20
546 47 27
547 68 98
548 72 30
549 46 58
550 48 42
551 74 58
552 11 16
553 40 41
554 65 77
555 37 13
556 61 62
557 80 12
558 24 17
559 68 91
560 83 51
561 74 91
562 37 47
563 84 91
564 7 27
565 75 7
566 85 69
567 71 97
568 46 90
569 92 52
570 49 60
571 33 54
572 34 71
573 36 11
574 76 21
575 77 22
576 56 28
577 50 96
578 20 53
579 37 52
580 45 62
581 79 55
582 11 44
583 83 72
584 74 98
585 49 71
586 70 26
587 96 48
588 55 43
589 60 20
590 94 42
591 56 83
592 41 97
593 81 3
594 35 36
595 99 58
596 9 53
597 46 48
598 95 62
599 12 69
600 7 7
601 46 2
602 34 78
603 24 3
604 95 52
605 14 52
606 53 15
607 91 20
608 75 10
609 49 94
610 55 43
611 26 39
612 28 63
613 65 73
614 50 4
615 31 14
616 28 74
617 76 10
618 54 57
619 100 66
620 96 26
621 3 27
622 69 56
623 97 79
624 38 59
625 2 14
626 45 35
627 11 35
628 68 5
629 12 30
630 40 30
631 83 8
632 86 77
633 94 43
634 45 3
635 10 5
636 17 22
637 26 87
638 37 51
639 36 23
640 50 86
641 91 90
642 5 66
643 85 19
644 6 94
645 85 95
646 71 73
647 32 36
648 20 24
649 92 58
650 25 46
651 30 92
652 38 85
653 7 100
654 95 85
655 22 53
656 55 97
657 82 64
658 46 96
659 6 46
660 77 23
661 38 90
662 28 11
663 28 17
664 100 83
665 69 71
666 69 70
667 40 24
668 72 36
669 47 26
670 46 62
671 49 91
672 16 21
673 15 79
674 34 18
675 96 66
676 64 90
677 72 43
678 4 50
679 21 26
680 99 85
681 85 1
682 66 12
683 94 40
684 41 58
685 57 73
686 97 66
687 13 61
688 87 70
689 50 94
690 70 42
691 72 53
692 73 37
693 16 65
694 62 77
695 89 55
696 76 44
697 13 52
698 30 34
699 20 83
700 58 100
701 12 11
702 73 11
703 49 37
704 9 37
705 46 47
706 46 70
707 22 12
708 36 46
709 63 5
710 2 20
711 17 49
712 95 61
713 58 85
714 14 26
715 87 54
716 71 82
717 81 82
718 33 36
719 67 88
720 74 4
721 31 37
722 30 38
723 70 98
724 5 55
725 15 31
726 54 84
727 85 84
728 46 34
729 92 20
730 77 88
731 86 15
732 18 21
733 82 63
734 63 88
735 9 86
736 14 87
737 13 71
738 28 51
739 93 6
740 77 17
741 63 87
742 71 100
743 11 14
744 18 56
745 49 32
746 59 41
747 86 78
748 35 54
749 20 26
750 79 45
751 89 19
752 62 82
753 71 22
754 79 77
755 27 82
756 10 84
757 77 70
758 62 37
759 4 57
760 57 25
761 32 88
762 1 14
763 7 49
764 82 83
765 35 52
766 99 36
767 68 59
768 33 60
769 92 47
770 22 45
771 15 3
772 63 46
773 45 91
774 14 32
775 70 64
776 87 30
777 86 62
778 78 60
779 59 53
780 28 17
781 40 45
782 31 91
783 6 40
784 82 55
785 94 20
786 98 96
787 57 70
788 32 74
789 12 55
790 54 86
791 29 15
792 12 62
793 79 97
794 77 53
795 9 16
796 36 42
797 78 93
798 24 99
799 53 87
800 80 5
801 78 33
802 26 30
803 98 80
804 14 28
805 69 19
806 9 79
807 80 97
808 79 87
809 56 52
810 85 11
811 4 32
812 22 73
813 53 33
814 40 86
815 11 60
816 63 84
817 84 100
818 6 20
819 8 9
820 55 77
821 43 71
822 95 44
823 84 18
824 32 56
825 89 83
826 27 1
827 27 81
828 11 51
829 90 66
830 86 2
831 39 43
832 4 86
833 71 30
834 9 18
835 15 71
836 41 77
837 34 96
838 10 64
839 98 99
840 11 75
841 9 17
842 9 65
843 12 31
844 64 14
845 69 71
846 68 39
847 29 55
848 59 2
849 91 16
850 88 24
851 25 87
852 63 51
853 58 50
854 58 30
855 10 99
856 51 4
857 36 65
858 12 34
859 82 100
860 3 9
861 85 68
862 5 45
863 23 2
864 32 52
865 100 76
866 67 45
867 86 32
868 24 43
869 40 27
870 71 20
871 44 21
872 33 26
873 79 15
874 97 64
875 58 93
876 9 88
877 79 85
878 66 75
879 6 47
880 13 5
881 57 21
882 63 26
883 52 100
884 28 68
885 97 37
886 64 39
887 58 46
888 22 36
889 51 70
890 50 53
891 80 2
892 14 35
893 3 75
894 67 34
895 32 30
896 40 48
897 62 73
898 86 67
899 82 31
900 6 33
901 91 72
902 94 78
903 7 61
904 63 9
905 37 75
906 46 84
907 11 85
908 72 84
909 52 30
910 86 66
911 30 97
912 35 63
913 78 5
914 62 3
915 45 63
916 20 59
917 59 84
918 43 37
919 14 1
920 63 84
921 85 73
922 53 54
923 39 98
924 20 65
925 25 47
926 44 26
927 48 89
928 51 34
929 95 36
930 44 88
931 58 57
932 16 69
933 15 50
934 9 67
935 85 88
936 34 18
937 59 59
938 51 18
939 74 17
940 13 41
941 64 98
942 6 98
943 69 29
944 12 65
945 80 51
946 41 29
947 24 28
948 44 82
949 36 58
950 23 77
951 48 92
952 18 76
953 95 64
954 95 29
955 39 9
956 62 76
957 12 44
958 38 6
959 67 76
960 51 39
961 66 67
962 33 20
963 12 62
964 24 70
965 9 65
966 69 51
967 37 78
968 72 75
969 32 34
970 87 87
971 49 89
972 36 87
973 53 54
974 91 58
975 39 78
976 42 76
977 26 28
978 13 43
979 34 38
980 97 17
981 72 87
982 39 43
983 86 85
984 44 62
985 51 42
986 1 86
987 98 28
988 66 35
989 71 73
990 46 90
991 73 84
992 37 39
993 90 52
994 5 54
995 64 25
996 6 52
997 9 58
998 79 79
999 78 83
1000 98 64
